index, elapse_time, susp_fl, susp_fr, susp_rl, susp_rr, acc_x, acc_y, acc_z, rot_x, rot_y, rot_z
211, 9330, 36.43061, 42.91965, 52.16781, 28.20434, -0.75896, 2.60848, 9.75517, 0.00693, 0.07741, 0.03411
212, 9371, 36.43061, 42.91965, 52.16781, 28.20434, -0.76136, 2.61327, 9.65701, 0.00600, 0.08074, 0.03331
213, 9415, 36.43061, 42.91965, 52.16781, 28.20434, -0.82241, 2.61447, 9.69532, 0.01159, 0.08114, 0.03464
214, 9456, 36.43061, 42.91965, 52.16781, 28.20434, -0.74699, 2.60250, 9.59955, 0.00453, 0.07981, 0.03251
215, 9497, 36.43061, 42.91965, 52.16781, 28.20434, -0.75178, 2.65038, 9.58878, 0.00666, 0.07861, 0.03371
216, 9538, 36.43061, 42.91965, 52.16781, 28.20434, -0.76495, 2.58215, 9.56843, 0.00413, 0.07794, 0.03584
217, 9579, 36.43061, 42.91965, 52.16781, 28.20434, -0.76734, 2.63123, 9.61392, 0.01119, 0.07847, 0.03424
218, 9623, 36.43061, 42.91965, 52.16781, 28.20434, -0.78650, 2.61567, 9.69532, 0.00560, 0.07994, 0.03491
219, 9664, 36.43061, 42.91965, 52.16781, 28.20434, -0.78650, 2.58334, 9.63307, 0.00466, 0.08047, 0.03411
220, 9705, 36.43061, 42.91965, 52.16781, 28.20434, -0.77452, 2.62524, 9.55406, 0.00946, 0.08021, 0.03224
221, 9746, 36.43061, 42.91965, 52.16781, 28.20434, -0.78410, 2.49835, 9.76475, 0.00600, 0.08380, 0.03291
222, 9787, 36.43061, 42.91965, 52.16781, 28.20434, -0.70629, 2.64799, 9.59596, 0.00506, 0.07821, 0.03317
223, 9831, 36.43061, 42.91965, 52.16781, 28.20434, -0.78530, 2.74854, 9.58399, 0.00440, 0.08154, 0.03211
224, 9872, 36.43061, 42.91965, 52.16781, 28.20434, -0.84036, 2.61447, 9.78271, -0.00093, 0.08447, 0.03011
225, 9913, 36.43061, 42.91965, 52.16781, 28.20434, -0.73143, 2.48398, 9.54568, 0.00373, 0.08034, 0.03211
226, 9954, 36.43061, 42.91965, 52.16781, 28.20434, -0.74220, 2.60609, 9.69053, 0.00946, 0.08234, 0.03544
227, 9995, 36.43061, 42.91965, 52.16781, 28.20434, -0.75776, 2.61926, 9.63068, 0.00733, 0.08220, 0.03451
228, 10039, 36.43061, 42.91965, 52.16781, 28.20434, -0.77213, 2.62524, 9.52294, 0.00373, 0.08007, 0.03131
229, 10080, 36.43061, 42.91965, 52.16781, 28.20434, -0.77213, 2.62285, 9.61990, 0.00866, 0.07861, 0.03424
230, 10121, 36.43061, 42.91965, 52.16781, 28.20434, -0.77692, 2.71862, 9.55167, 0.00879, 0.07741, 0.03504
231, 10162, 36.43061, 42.91965, 52.16781, 28.20434, -0.73981, 2.61567, 9.49780, 0.01372, 0.08220, 0.03264
232, 10216, 36.43061, 42.91965, 52.16781, 28.20434, -0.82001, 2.54863, 9.61751, -0.01945, 0.08154, 0.02292
233, 10255, 36.43061, 42.91965, 52.16781, 28.20434, -1.91416, 0.52313, 9.52054, -0.12604, 0.07994, -0.33534
234, 10295, 36.43061, 42.91965, 52.16781, 28.20434, -0.82600, 3.19746, 10.32140, 0.10272, 0.00320, -0.37998
235, 10335, 36.43061, 42.91965, 52.16781, 28.20434, -0.96367, 2.63602, 10.07241, 0.45512, -0.12790, -0.09766
236, 10375, 36.43061, 42.91965, 52.16781, 28.20434, -0.77572, 2.59651, 9.96706, -0.07461, 0.13603, 0.03078
237, 10418, 36.43061, 42.91965, 52.16781, 28.20434, -0.32681, 3.03465, 9.62589, -0.32135, 0.27073, 0.19545
238, 10458, 36.43061, 42.91965, 52.16781, 28.20434, -1.16119, 2.12485, 9.37330, -0.05662, 0.14096, 0.08913
239, 10498, 36.43061, 42.91965, 52.16781, 28.20434, -0.55905, 2.61686, 9.83059, 0.08993, 0.05036, 0.14775
240, 10538, 36.43061, 42.91965, 52.16781, 28.20434, -0.77452, 2.65756, 9.50737, 0.00293, 0.08607, 0.06835
241, 10578, 36.43061, 42.91965, 52.16781, 28.20434, -0.64763, 2.70784, 9.93354, 0.00533, 0.08487, 0.05449
242, 10621, 36.43061, 42.91965, 52.16781, 28.20434, -0.80565, 2.66475, 9.90122, 0.04024, 0.08820, 0.05556
243, 10661, 36.43061, 42.91965, 52.16781, 28.20434, -0.76614, 2.65876, 9.75517, 0.01359, 0.07687, 0.03944
244, 10701, 36.43061, 42.91965, 52.16781, 28.20434, -0.76734, 2.67552, 9.84615, 0.00586, 0.08140, 0.03411
245, 10741, 36.43061, 42.91965, 52.16781, 28.20434, -0.73861, 2.54982, 9.53371, 0.00480, 0.08354, 0.03464
246, 10781, 36.43061, 42.91965, 52.16781, 28.20434, -0.65122, 2.52588, 9.61152, 0.00799, 0.07714, 0.03277
247, 10824, 36.43061, 42.91965, 52.16781, 28.20434, -0.69073, 2.77488, 9.58998, -0.00253, 0.07914, 0.03504
248, 10864, 36.43061, 42.91965, 52.16781, 28.20434, -0.78769, 2.20745, 9.20571, -0.03451, 0.09473, 0.00280
249, 10904, 36.43061, 42.91965, 52.16781, 28.20434, -0.69552, 2.57975, 9.64744, -0.01239, 0.09593, 0.02825
250, 10944, 36.43061, 42.91965, 52.16781, 28.20434, -1.16598, 1.64123, 9.37091, -0.07021, 0.11365, 0.01452
251, 10987, 36.43061, 42.91965, 52.16781, 28.20434, -0.71946, 2.61567, 9.74919, 0.01985, 0.07714, 0.03824
252, 11027, 36.43061, 42.91965, 52.16781, 28.20434, -0.80924, 2.62764, 9.73123, -0.02158, 0.09939, 0.04237
253, 11067, 36.43061, 42.91965, 52.16781, 28.20434, -0.75178, 2.65637, 9.91559, 0.01412, 0.07767, 0.04463
254, 11107, 36.43061, 42.91965, 52.16781, 28.20434, -0.74220, 2.63362, 9.55765, 0.00533, 0.09260, 0.04024
255, 11147, 36.43061, 42.91965, 52.16781, 28.20434, -0.71946, 2.60489, 9.60434, -0.00759, 0.08620, 0.03131
256, 11190, 36.43061, 42.91965, 52.16781, 28.20434, -0.74340, 2.52947, 9.74679, 0.06448, 0.04970, 0.06302
257, 11230, 36.43061, 42.91965, 52.16781, 28.20434, -0.76375, 2.62405, 9.61152, 0.02185, 0.07661, 0.04090
258, 11270, 36.43061, 42.91965, 52.16781, 28.20434, -0.75058, 2.68031, 9.67497, 0.02358, 0.07448, 0.05236
259, 11310, 36.43061, 42.91965, 52.16781, 28.20434, -0.79847, 2.66834, 9.55885, 0.01426, 0.07621, 0.04223
260, 11350, 36.43061, 42.91965, 52.16781, 28.20434, -0.80325, 2.62764, 9.61152, 0.01092, 0.08207, 0.03837
261, 11393, 36.43061, 42.91965, 52.16781, 28.20434, -0.76614, 2.63482, 9.73722, 0.01812, 0.07887, 0.04783
262, 11433, 36.43061, 42.91965, 52.16781, 28.20434, -0.73382, 2.68151, 9.69771, 0.00959, 0.08047, 0.03424
263, 11473, 36.43061, 42.91965, 52.16781, 28.20434, -0.76974, 2.62165, 9.63906, 0.01013, 0.08220, 0.03704
264, 11513, 36.43061, 42.91965, 52.16781, 28.20434, -0.75896, 2.61447, 9.54329, 0.00773, 0.08047, 0.03277
265, 11553, 36.43061, 42.91965, 52.16781, 28.20434, -0.72664, 2.63602, 9.60913, 0.00853, 0.07781, 0.03384
266, 11596, 36.43061, 42.91965, 52.16781, 28.20434, -0.73981, 2.67552, 9.78750, 0.01079, 0.08540, 0.03611
267, 11636, 36.43061, 42.91965, 52.16781, 28.20434, -0.78769, 2.65876, 9.73004, 0.01119, 0.08140, 0.03597
268, 11676, 36.43061, 42.91965, 52.16781, 28.20434, -0.76016, 2.70305, 9.61033, 0.00706, 0.07448, 0.03531
269, 11716, 36.43061, 42.91965, 52.16781, 28.20434, -0.77692, 2.60729, 9.60673, 0.00799, 0.07727, 0.03597
270, 11768, 36.43061, 42.91965, 52.16781, 28.20434, -0.73143, 2.61806, 9.67257, 0.00147, 0.07981, 0.03304
271, 11809, 36.43061, 42.91965, 52.16781, 28.20434, -0.77931, 2.65756, 9.63187, 0.00999, 0.07954, 0.03477
272, 11850, 36.43061, 42.91965, 52.16781, 28.20434, -0.72664, 2.65637, 9.66420, 0.01279, 0.07874, 0.03504
273, 11891, 36.43061, 42.91965, 52.16781, 28.20434, -0.73622, 2.65876, 9.64744, 0.00893, 0.08047, 0.03451
274, 11932, 36.43061, 42.91965, 52.16781, 28.20434, -0.77931, 2.66116, 9.65701, 0.00613, 0.08114, 0.03317
275, 11976, 36.43061, 42.91965, 52.16781, 28.20434, -0.76734, 2.65876, 9.63666, 0.00839, 0.08034, 0.03504
276, 12017, 36.43061, 42.91965, 52.16781, 28.20434, -0.81762, 2.78206, 9.52413, 0.01359, 0.07914, 0.03464
277, 12058, 36.43061, 42.91965, 52.16781, 28.20434, -0.74939, 2.63602, 9.56962, 0.00853, 0.08154, 0.03317
278, 12099, 36.43061, 42.91965, 52.16781, 28.20434, -0.78051, 2.65517, 9.56005, 0.01252, 0.07821, 0.03451
279, 12140, 36.43061, 42.91965, 52.16781, 28.20434, -0.77452, 2.65876, 9.64384, 0.00653, 0.07954, 0.03158
280, 12184, 36.43061, 42.91965, 52.16781, 28.20434, -0.75657, 2.61806, 9.57322, -0.00253, 0.08260, 0.03171
281, 12225, 36.43061, 42.91965, 52.16781, 28.20434, -0.73981, 2.60369, 9.65462, 0.01292, 0.08340, 0.03277
282, 12266, 36.43061, 42.91965, 52.16781, 28.20434, -0.80445, 2.68869, 9.60793, 0.01079, 0.07767, 0.03757
283, 12307, 36.43061, 42.91965, 52.16781, 28.20434, -0.77093, 2.65996, 9.64624, 0.00506, 0.08314, 0.03384
284, 12348, 36.43061, 42.91965, 52.16781, 28.20434, -0.74340, 2.67313, 9.54808, 0.00839, 0.07954, 0.03384
285, 12392, 36.43061, 42.91965, 52.16781, 28.20434, -0.86670, 2.73657, 9.88207, 0.00027, 0.09073, 0.02958
286, 12433, 36.43061, 42.91965, 52.16781, 28.20434, -0.80924, 2.59053, 9.63427, 0.00626, 0.08847, 0.03144
287, 12474, 36.43061, 42.91965, 52.16781, 28.20434, -0.71347, 2.72580, 9.61751, 0.01026, 0.08260, 0.03344
288, 12515, 36.43061, 42.91965, 52.16781, 28.20434, -0.81762, 2.60848, 9.72525, 0.02665, 0.07727, 0.03810
289, 12556, 36.43061, 42.91965, 52.16781, 28.20434, -0.79727, 2.65158, 9.62349, -0.00013, 0.08740, 0.03038
290, 12600, 36.43061, 42.91965, 52.16781, 28.20434, -0.79009, 2.64679, 9.66659, 0.01186, 0.07967, 0.03491
291, 12641, 36.43061, 42.91965, 52.16781, 28.20434, -0.71347, 2.79284, 10.16698, -0.00533, 0.08100, 0.03331
292, 12682, 36.43061, 42.91965, 52.16781, 28.20434, -0.78051, 2.71742, 9.77433, -0.01119, 0.08780, 0.03011
293, 12723, 36.43061, 42.91965, 52.16781, 28.20434, -0.73502, 2.68151, 9.57322, -0.00373, 0.08100, 0.03184
294, 12767, 36.43061, 42.91965, 52.16781, 28.20434, -0.83438, 2.64320, 9.62589, 0.00240, 0.08034, 0.03384
295, 12808, 36.43061, 42.91965, 52.16781, 28.20434, -0.69791, 2.63721, 9.60195, -0.00027, 0.07847, 0.03357
296, 12849, 36.43061, 42.91965, 52.16781, 28.20434, -0.74579, 2.67552, 9.56723, 0.00813, 0.07621, 0.03477
297, 12890, 36.43061, 42.91965, 52.16781, 28.20434, -0.76255, 2.63961, 9.54449, 0.00759, 0.08260, 0.03304
298, 12931, 36.43061, 42.91965, 52.16781, 28.20434, -0.72544, 2.65397, 9.66300, 0.00613, 0.08087, 0.03331
299, 12975, 36.43061, 42.91965, 52.16781, 28.20434, -0.71228, 2.63602, 9.70609, 0.00520, 0.08394, 0.03158
300, 13016, 36.43061, 42.91965, 52.16781, 28.20434, -0.78650, 2.60609, 9.66420, 0.00560, 0.07767, 0.03357
301, 13057, 36.43061, 42.91965, 52.16781, 28.20434, -0.76375, 2.63482, 9.64265, 0.01053, 0.07714, 0.03557
302, 13098, 36.43061, 42.91965, 52.16781, 28.20434, -0.73143, 2.64918, 9.61511, 0.00640, 0.07861, 0.03238
303, 13139, 36.43061, 42.91965, 52.16781, 28.20434, -0.76614, 2.64799, 9.61751, 0.00733, 0.07874, 0.03264
304, 13183, 36.43061, 42.91965, 52.16781, 28.20434, -0.77931, 2.65637, 9.62589, 0.00173, 0.08354, 0.02904
305, 13224, 36.43061, 42.91965, 52.16781, 28.20434, -0.72425, 2.61088, 9.64624, 0.00067, 0.08513, 0.03198
306, 13265, 36.43061, 42.91965, 52.16781, 28.20434, -0.72305, 2.62764, 9.62110, 0.00067, 0.08394, 0.03118
307, 13306, 36.43061, 42.91965, 52.16781, 28.20434, -0.76854, 2.58933, 9.68574, 0.00333, 0.08513, 0.03078
308, 13347, 36.43061, 42.91965, 52.16781, 28.20434, -0.82241, 2.59531, 9.57681, 0.00253, 0.08194, 0.03078
309, 13401, 36.43061, 42.91965, 52.16781, 28.20434, -0.84396, 2.61327, 9.59716, 0.00786, 0.08140, 0.03357
310, 13450, 36.43061, 42.91965, 52.16781, 28.20434, -0.79128, 2.66475, 9.52653, 0.01292, 0.08180, 0.03131
311, 13491, 36.43061, 42.91965, 52.16781, 28.20434, -0.87508, 2.71862, 9.57800, 0.02238, 0.08300, 0.03437
312, 13532, 36.43061, 42.91965, 52.16781, 28.20434, -0.79847, 2.73298, 9.71926, 0.00946, 0.08660, 0.03064
313, 13576, 36.43061, 42.91965, 52.16781, 28.20434, -0.79487, 2.65517, 9.59357, 0.00973, 0.08474, 0.03464
314, 13617, 36.43061, 42.91965, 52.16781, 28.20434, -0.78171, 2.61686, 9.57800, -0.00320, 0.08420, 0.02891
315, 13658, 36.43061, 42.91965, 52.16781, 28.20434, -0.77572, 2.63841, 9.64744, 0.00866, 0.07914, 0.03517
316, 13699, 36.43061, 42.91965, 52.16781, 28.20434, -0.74220, 2.66714, 9.56962, 0.01039, 0.07901, 0.03264
317, 13740, 36.43061, 42.91965, 52.16781, 28.20434, -0.79009, 2.63602, 9.64983, 0.00613, 0.08034, 0.03397
318, 13784, 36.43061, 42.91965, 52.16781, 28.20434, -0.80804, 2.85987, 9.87369, 0.01066, 0.08234, 0.03171
319, 13825, 36.43061, 42.91965, 52.16781, 28.20434, -0.80086, 2.65756, 9.62230, 0.00853, 0.06875, 0.03757
320, 13866, 36.43061, 42.91965, 52.16781, 28.20434, -0.77213, 2.55342, 9.42358, 0.01266, 0.07568, 0.03384
321, 13907, 36.43061, 42.91965, 52.16781, 28.20434, -0.77213, 2.54982, 9.61871, 0.00973, 0.07754, 0.03331
322, 13948, 36.43061, 42.91965, 52.16781, 28.20434, -0.78650, 2.63362, 9.64504, 0.01199, 0.08207, 0.03531
323, 13992, 36.43061, 42.91965, 52.16781, 28.20434, -0.80445, 2.64080, 9.51815, 0.00640, 0.07807, 0.03397
324, 14033, 36.43061, 42.91965, 52.16781, 28.20434, -0.69791, 2.67073, 9.68335, 0.00746, 0.07847, 0.03238
325, 14074, 36.43061, 42.91965, 52.16781, 28.20434, -0.80804, 2.67672, 9.74560, 0.00573, 0.07941, 0.03277
326, 14115, 36.48170, 42.91965, 52.16781, 28.20434, -0.83079, 2.78446, 9.72884, 0.01732, 0.09286, 0.03171
327, 14156, 36.48170, 42.91965, 52.16781, 28.20434, -0.79248, 2.60609, 9.64265, 0.01013, 0.08167, 0.03104
328, 14200, 36.48170, 42.91965, 52.16781, 28.20434, -0.82001, 2.73178, 9.58279, 0.00839, 0.07807, 0.03571
329, 14241, 36.48170, 42.91965, 52.16781, 28.20434, -0.79966, 2.65158, 9.59835, 0.00719, 0.07994, 0.03411
330, 14282, 36.48170, 42.91965, 52.16781, 28.20434, -0.76016, 2.62165, 9.61990, 0.00719, 0.08500, 0.03331
331, 14323, 36.48170, 42.91965, 52.16781, 28.20434, -0.80445, 2.64918, 9.72405, 0.00986, 0.08540, 0.02385
332, 14364, 36.48170, 42.91965, 52.16781, 28.20434, -0.83318, 2.50912, 9.24162, -0.00906, 0.09206, 0.02345
333, 14408, 36.48170, 42.91965, 52.16781, 28.20434, -0.58299, 2.72819, 9.88326, -0.01919, 0.09699, 0.03264
334, 14449, 36.48170, 42.91965, 52.16781, 28.20434, -0.80206, 2.55342, 9.67018, 0.01039, 0.08287, 0.03317
335, 14490, 36.48170, 42.91965, 52.16781, 28.20434, -0.77213, 2.59292, 9.79827, 0.01266, 0.08314, 0.02225
336, 14531, 36.48170, 42.91965, 52.16781, 28.20434, -0.79248, 2.62405, 9.58519, 0.01039, 0.08140, 0.02518
337, 14575, 36.48170, 42.91965, 52.16781, 28.20434, -0.75896, 2.62883, 9.61990, 0.00586, 0.07941, 0.03238
338, 14616, 36.48170, 42.91965, 52.16781, 28.20434, -0.81523, 2.55581, 9.78510, 0.01226, 0.07941, 0.03238
339, 14657, 36.48170, 42.91965, 52.16781, 28.25543, -0.68354, 2.75333, 9.46308, 0.00240, 0.08700, 0.03704
340, 14698, 36.48170, 42.91965, 52.16781, 28.20434, -0.76375, 2.71024, 9.57920, 0.00853, 0.07634, 0.03504
341, 14739, 36.48170, 42.91965, 52.16781, 28.20434, -0.68833, 2.64918, 9.53491, 0.01985, 0.06795, 0.03477
342, 14783, 36.48170, 42.91965, 52.16781, 28.20434, -0.82001, 2.42772, 9.46428, 0.00799, 0.06808, 0.03571
343, 14824, 36.48170, 42.91965, 52.16781, 28.20434, -0.73023, 2.80481, 9.69652, 0.01439, 0.07674, 0.03437
344, 14865, 36.48170, 42.91965, 52.16781, 28.20434, -0.76136, 2.70305, 9.67377, 0.02118, 0.07368, 0.03411
345, 14906, 36.48170, 42.91965, 52.16781, 28.20434, -0.73502, 2.67432, 9.58519, 0.00693, 0.07794, 0.03637
346, 14947, 36.48170, 42.91965, 52.16781, 28.20434, -0.84635, 2.66475, 9.73482, 0.03078, 0.06462, 0.02025
347, 15001, 36.48170, 42.91965, 52.16781, 28.20434, -0.81163, 2.68031, 9.55646, 0.00386, 0.08513, 0.02012
348, 15040, 36.48170, 42.91965, 52.16781, 28.20434, -0.78290, 2.60489, 9.86291, 0.00959, 0.07368, 0.02145
349, 15080, 36.48170, 42.91965, 52.16781, 28.25543, -0.70988, 2.65876, 9.44393, 0.02531, 0.06648, 0.02305
350, 15120, 36.48170, 42.91965, 52.16781, 28.20434, -0.79248, 2.68151, 9.66898, 0.00733, 0.07727, 0.03251
351, 15160, 36.48170, 42.91965, 52.16781, 28.20434, -0.68833, 2.71742, 9.61990, -0.00386, 0.08926, 0.03837
352, 15203, 36.48170, 42.91965, 52.16781, 28.20434, -0.64643, 2.86347, 9.73123, -0.04157, 0.11698, 0.03277
353, 15243, 36.48170, 42.91965, 52.16781, 28.20434, -0.63207, 2.67313, 9.80665, -0.04570, 0.12297, 0.03277
354, 15283, 36.48170, 42.91965, 52.16781, 28.20434, -0.77452, 2.50912, 9.46907, -0.05343, 0.11445, 0.02998
355, 15323, 36.48170, 42.91965, 52.16781, 28.20434, -0.82241, 2.47201, 9.37091, -0.02358, 0.09526, 0.03024
356, 15366, 36.48170, 42.91965, 52.16781, 28.20434, -0.77812, 2.74974, 9.52054, 0.03877, 0.04996, 0.00280
357, 15406, 36.48170, 42.91965, 52.16781, 28.20434, -0.83917, 2.44328, 9.67856, 0.10419, 0.02864, 0.00200
358, 15446, 36.48170, 42.91965, 52.16781, 28.20434, -0.74340, 2.85748, 9.62469, 0.03304, 0.07021, 0.04197
359, 15486, 36.48170, 42.91965, 52.16781, 28.20434, -0.74460, 2.58454, 9.56962, 0.01532, 0.08047, 0.04796
360, 15526, 36.48170, 42.91965, 52.16781, 28.20434, -0.69432, 2.73418, 9.46548, 0.01932, 0.07727, 0.03930
361, 15569, 36.48170, 42.91965, 52.16781, 28.20434, -0.73622, 2.71981, 9.67497, 0.00506, 0.08700, 0.03277
362, 15609, 36.48170, 42.91965, 52.16781, 28.20434, -0.76375, 2.68629, 9.59237, 0.00813, 0.08234, 0.03597
363, 15649, 36.48170, 42.91965, 52.16781, 28.20434, -0.80445, 2.67073, 9.58399, 0.00400, 0.08300, 0.03651
364, 15689, 36.48170, 42.91965, 52.16781, 28.20434, -0.74579, 2.57736, 9.53491, 0.00773, 0.08194, 0.03611
365, 15729, 36.48170, 42.91965, 52.16781, 28.20434, -0.73023, 2.70305, 9.70849, 0.01319, 0.07901, 0.03970
366, 15772, 36.48170, 42.91965, 52.16781, 28.20434, -0.73382, 2.71862, 9.52174, 0.00946, 0.07807, 0.03637
367, 15812, 36.48170, 42.91965, 52.16781, 28.20434, -0.75417, 2.60848, 9.60554, 0.00640, 0.08047, 0.03624
368, 15852, 36.48170, 42.91965, 52.16781, 28.20434, -0.77931, 2.67313, 9.61751, 0.00640, 0.08167, 0.03331
369, 15892, 36.48170, 42.91965, 52.16781, 28.20434, -0.75657, 2.60010, 9.58878, 0.00546, 0.07861, 0.03437
370, 15932, 36.48170, 42.91965, 52.16781, 28.20434, -0.73622, 2.67791, 9.60075, 0.00653, 0.07927, 0.03357
371, 15975, 36.48170, 42.91965, 52.16781, 28.20434, -0.70629, 2.66116, 9.62708, 0.01239, 0.07994, 0.03717
372, 16015, 36.48170, 42.91965, 52.16781, 28.20434, -0.82361, 2.57975, 9.62110, 0.00546, 0.08900, 0.02998
373, 16055, 36.48170, 42.91965, 52.16781, 28.20434, -0.78769, 2.61926, 9.65582, 0.00520, 0.08114, 0.03411
374, 16095, 36.48170, 42.91965, 52.16781, 28.20434, -0.76734, 2.63123, 9.65941, 0.00346, 0.08380, 0.03291
375, 16135, 36.48170, 42.91965, 52.16781, 28.20434, -0.79847, 2.65637, 9.58279, -0.02278, 0.10419, 0.04370
376, 16178, 36.48170, 42.91965, 52.16781, 28.20434, -0.79966, 2.72700, 9.59835, 0.00226, 0.08327, 0.03504
377, 16218, 36.48170, 42.91965, 52.16781, 28.20434, -0.82121, 2.60369, 9.85094, 0.01039, 0.07075, 0.03464
378, 16258, 36.48170, 42.91965, 52.16781, 28.20434, -0.76974, 2.64320, 9.59237, 0.00893, 0.08060, 0.03371
379, 16298, 36.48170, 42.91965, 52.16781, 28.20434, -0.79128, 2.64200, 9.64744, 0.01972, 0.07421, 0.03491
380, 16341, 36.48170, 42.91965, 52.16781, 28.20434, -0.74819, 2.64918, 9.62349, 0.01172, 0.07834, 0.03384
381, 16381, 36.48170, 42.91965, 52.16781, 28.20434, -0.88705, 2.58813, 9.52174, 0.01092, 0.07274, 0.03171
382, 16421, 36.48170, 42.91965, 52.16781, 28.20434, -0.55665, 2.82875, 9.76475, 0.02012, 0.07314, 0.01745
383, 16461, 36.48170, 42.91965, 52.16781, 28.20434, -0.75776, 2.73178, 9.53730, 0.01825, 0.07341, 0.02518
384, 16501, 36.48170, 42.91965, 52.16781, 28.20434, -0.69671, 2.71981, 9.64983, -0.00160, 0.07008, -0.03357
385, 16553, 36.48170, 42.91965, 52.16781, 28.20434, -0.80565, 2.51870, 9.76715, -0.23555, 0.19878, -0.11578
386, 16594, 36.48170, 42.91965, 52.16781, 28.20434, -0.83318, 2.59053, 9.74919, -0.06249, 0.14975, -0.04183
387, 16635, 36.48170, 42.91965, 52.16781, 28.20434, -0.93494, 2.48039, 9.60075, -0.07741, 0.23449, -0.00266
388, 16676, 36.48170, 42.91965, 52.16781, 28.20434, -1.27372, 2.48997, 9.04649, 0.01412, 0.09126, 0.03837
389, 16717, 36.48170, 42.91965, 52.16781, 28.20434, -0.76016, 2.39181, 9.61631, 0.01905, 0.07168, 0.01679
390, 16761, 36.48170, 42.91965, 52.16781, 28.20434, -0.92775, 2.51631, 9.59237, 0.03571, 0.03997, 0.01732
391, 16802, 36.48170, 42.91965, 52.16781, 28.20434, -0.71946, 2.60010, 9.91798, 0.03264, 0.04330, 0.04983
392, 16843, 36.48170, 42.91965, 52.16781, 28.20434, -0.96007, 2.33794, 9.24282, 0.05942, 0.00693, 0.10006
393, 16884, 36.48170, 42.91965, 52.16781, 28.20434, -0.85832, 2.50314, 9.17578, 0.01372, 0.06542, 0.04676
394, 16925, 36.48170, 42.91965, 52.16781, 28.20434, -0.87269, 2.46962, 9.55526, 0.03984, 0.04517, 0.04530
395, 16969, 36.48170, 42.91965, 52.16781, 28.20434, -0.77572, 2.49236, 9.55646, 0.04197, 0.04903, 0.04517
396, 17010, 36.48170, 42.91965, 52.16781, 28.20434, -0.78769, 2.60250, 9.62708, 0.00773, 0.07901, 0.03597
397, 17051, 36.48170, 42.91965, 52.16781, 28.20434, -0.83199, 2.57736, 9.58878, 0.00946, 0.07861, 0.03557
398, 17092, 36.48170, 42.91965, 52.16781, 28.20434, -0.82361, 2.56419, 9.72884, 0.02158, 0.06995, 0.03504
399, 17136, 36.48170, 42.91965, 52.16781, 28.20434, -0.75417, 2.66475, 9.68574, 0.01079, 0.07594, 0.03611
400, 17177, 36.48170, 42.91965, 52.16781, 28.20434, -0.85473, 2.59053, 9.58519, -0.00160, 0.08740, 0.03384
401, 17218, 36.48170, 42.91965, 52.16781, 28.20434, -0.82959, 2.60609, 9.70011, 0.00573, 0.08207, 0.03491
402, 17259, 36.48170, 42.91965, 52.16781, 28.20434, -0.79248, 2.57018, 9.52294, 0.00746, 0.08100, 0.03331
403, 17300, 36.48170, 42.91965, 52.16781, 28.20434, -0.56264, 2.69467, 9.99938, -0.02785, 0.11245, 0.03144
404, 17344, 36.48170, 42.91965, 52.16781, 28.20434, -0.82839, 2.65158, 9.68095, 0.00973, 0.08127, 0.03424
405, 17385, 36.48170, 42.91965, 52.16781, 28.20434, -0.79727, 2.56658, 9.62110, 0.01092, 0.07994, 0.03437
406, 17426, 36.48170, 42.91965, 52.16781, 28.20434, -0.79487, 2.58215, 9.60314, 0.00786, 0.08140, 0.03384
407, 17467, 36.48170, 42.91965, 52.16781, 28.20434, -0.84994, 2.59053, 9.64265, 0.00666, 0.07914, 0.03464
408, 17508, 36.48170, 42.91965, 52.16781, 28.20434, -0.82001, 2.62285, 9.55526, 0.00360, 0.08154, 0.03517
409, 17552, 36.48170, 42.91965, 52.16781, 28.20434, -0.81642, 2.53307, 9.48343, 0.01252, 0.07568, 0.03477
410, 17593, 36.48170, 42.91965, 52.16781, 28.20434, -0.77572, 2.61088, 9.69532, 0.00746, 0.07794, 0.03584
411, 17634, 36.48170, 42.91965, 52.16781, 28.20434, -0.78410, 2.60369, 9.66060, 0.00799, 0.08087, 0.03331
412, 17675, 36.48170, 42.91965, 52.16781, 28.20434, -0.84755, 2.58334, 9.62349, 0.00893, 0.08034, 0.03464
413, 17716, 36.48170, 42.91965, 52.16781, 28.20434, -0.82480, 2.60968, 9.61511, 0.01599, 0.07554, 0.03597
414, 17760, 36.48170, 42.91965, 52.16781, 28.20434, -0.74579, 2.78087, 9.48942, 0.02851, 0.05489, 0.04477
415, 17801, 36.48170, 42.91965, 52.16781, 28.20434, -0.79128, 2.58933, 9.63666, 0.02451, 0.06848, 0.03784
416, 17842, 36.48170, 42.91965, 52.16781, 28.20434, -0.79966, 2.55940, 9.58399, 0.02038, 0.07035, 0.04290
417, 17883, 36.48170, 42.91965, 52.16781, 28.20434, -0.81403, 2.64918, 9.41161, 0.04117, 0.06488, 0.05049
418, 17924, 36.48170, 42.91965, 52.16781, 28.20434, -0.80206, 2.69587, 9.64265, 0.01745, 0.07554, 0.04303
419, 17968, 36.48170, 42.91965, 52.16781, 28.20434, -0.84036, 2.66235, 9.70370, 0.02411, 0.07514, 0.04223
420, 18009, 36.48170, 42.91965, 52.16781, 28.20434, -0.75896, 2.72939, 9.51097, 0.04290, 0.05742, 0.04703
421, 18050, 36.48170, 42.91965, 52.16781, 28.20434, -0.71946, 2.43371, 9.30985, 0.03904, 0.07035, 0.04197
